"title","year","length","rating","genre"
"Those Were the Days!","","74","7.6","Comedy"
"Thoth","2002","40","7.7","Documentary"
"Thou-Vou falakros praktor, epixeirisis Gis Madiam","1969","94","8","Comedy"
"Thoughtcrimes","2003","89","6.6","Drama"
"Thousand Acres, A","1997","105","5.7","Drama"
"Thousand Clowns, A","1965","118","7.4","Comedy"
"Thousand Pieces of Gold","1991","105","6.9","Romance"
"Thousands Cheer","1943","125","6.6","Comedy"
"Thrashin'","1986","93","5","Action"
"Thread","2000","10","6.7","Short"
"Threads","1976","10","7.9","Documentary"
"Threat, The","1949","66","6.9","Drama"
"Three Ages","1923","55","7.5","Comedy"
"Three American Beauties","1906","1","7.1","Documentary"
"Three Arabian Nuts","1951","16","8.2","Comedy"
"Three Barbecues: A Blackened Comedy","2004","95","9.8","Comedy"
"Three Bears, The","1935","8","4.4","Animation"
"Three Below Zero","1998","87","6.1","Drama"
"Three Bewildered People in the Night","1987","92","5.7","Drama"
"Three Bites of the Apple","1967","105","3.4","Comedy"
"Three Blind Mice","1938","75","6.5","Comedy"
"Three Blind Mousketeers","1936","9","6.3","Animation"
"Three Brave Men","1956","88","6.6","Drama"
"Three Brothers, The","1944","3","6.3","Animation"
"Three Caballeros, The","1944","70","6.5","Animation"
"Three Came Home","1950","106","7.4","Drama"
"Three Card Monte","1978","93","5.1","Comedy"
"Three Card Studs","2002","9","8.5","Comedy"
"Three Cases of Murder","1955","99","7.1","Drama"
"Three Cheers for the Irish","1940","99","4.3","Drama"
"Three Coins in the Fountain","1954","102","6.2","Drama"
"Three Comrades","1938","100","7.2","Drama"
"Three Daring Daughters","1948","115","5.5","Romance"
"Three Dark Horses","1952","17","7.4","Comedy"
"Three Dollars","2005","119","5.2","Comedy"
"Three Faces West","1940","79","5.1","Drama"
"Three Faces of Eve, The","1957","91","7.4","Drama"
"Three Fugitives","1989","92","5.5","Action"
"Three Girls About Town","1941","75","6.8","Comedy"
"Three Girls Lost","1931","80","3.8","Drama"
"Three Guys Named Mike","1951","90","5.8","Comedy"
"Three Hams on Rye","1950","15","8","Comedy"
"Three Hats for Lisa","1965","99","3.5","Comedy"
"Three Hearts for Julia","1943","83","6.5","Comedy"
"Three Into Two Won't Go","1969","92","4.9","Drama"
"Three Kinds of Heat","1987","87","3.5","Action"
"Three Kings","1999","114","7.3","Action"
"Three Little Beers","1935","17","8","Comedy"
"Three Little Bops","1957","7","8.2","Animation"
"Three Little Pigs","1933","8","7.9","Animation"
"Three Little Pigskins","1934","20","7.3","Comedy"
"Three Little Pirates","1946","18","7.2","Comedy"
"Three Little Pups, The","1953","7","7.9","Animation"
"Three Little Twirps","1943","15","8.1","Comedy"
"Three Little Wolves","1936","9","7.7","Animation"
"Three Little Words","1950","102","6.8","Comedy"
"Three Live Ghosts","1922","60","6.6","Comedy"
"Three Live Ghosts","1936","61","5.1","Comedy"
"Three Lives of Thomasina, The","1964","97","7","Drama"
"Three Loan Wolves","1946","17","6.3","Comedy"
"Three Long Years","2003","76","7.8","Comedy"
"Three Loves Has Nancy","1938","70","5.9","Comedy"
"Three Men and a Baby","1987","102","5.7","Comedy"
"Three Men in White","1944","85","5.9","Comedy"
"Three Men in a Boat","1956","84","6","Comedy"
"Three Men on a Horse","1936","86","6.4","Comedy"
"Three Missing Links","1938","18","7.2","Comedy"
"Three Musketeers, The","1921","119","7.5","Action"
"Three Musketeers, The","1935","96","5.4","Action"
"Three Musketeers, The","1939","72","5.7","Action"
"Three Musketeers, The","1948","125","7.2","Action"
"Three Musketeers, The","1973","105","7.3","Action"
"Three Musketeers, The","1993","105","6","Action"
"Three Must-Get-Theres, The","1922","58","7.9","Comedy"
"Three O'Clock High","1987","101","6.6","Comedy"
"Three Orphan Kittens","1935","9","8.2","Animation"
"Three Pests in a Mess","1945","15","7.3","Comedy"
"Three Sailors and a Girl","1953","95","5.6","Comedy"
"Three Sappy People","1939","18","8.1","Comedy"
"Three Seasons","1999","104","7.2","Drama"
"Three Secrets","1950","98","7.2","Drama"
"Three Sisters","1970","165","5.8","Drama"
"Three Sisters on Moon Lake","2001","22","9.2","Short"
"Three Smart Boys","1937","11","6.7","Comedy"
"Three Smart Girls","1936","84","7.1","Comedy"
"Three Smart Girls Grow Up","1939","90","7.3","Comedy"
"Three Smart Saps","1942","16","8.1","Comedy"
"Three Sons o' Guns","1941","65","6.3","Comedy"
"Three Steps North","1951","85","6.4","Drama"
"Three Stooges in Orbit, The","1962","90","5.5","Comedy"
"Three Strangers","1946","92","7.1","Drama"
"Three Stripes in the Sun","1955","93","5.6","Drama"
"Three Troubledoers, The","1946","17","6.7","Comedy"
"Three Warriors","1978","100","5.6","Drama"
"Three Who Loved","1931","64","5.7","Drama"
"Three Wise Fools","1946","90","6.3","Comedy"
"Three Wise Girls","1932","68","5.1","Comedy"
"Three Wishes","1995","115","5.5","Drama"
"Three and a Half","2002","85","2.8","Drama"
"Three at Once","1986","8","8.4","Short"
"Three for All","1974","90","3.8","Comedy"
"Three for Bedroom C","1952","74","3","Comedy"
"Three for Breakfast","1948","7","7.6","Animation"
"Three for the Road","1987","88","4.3","Comedy"
"Three in the Attic","1968","90","4.5","Comedy"
"Three of Hearts","1993","102","5.4","Comedy"
"Three of Hearts: A Postmodern Family","2004","95","7.9","Documentary"
"Three of Us, The","2003","3","9.8","Animation"
"Three of a Kind","1926","23","3.3","Comedy"
"Three of a Kind","1944","60","5.5","Comedy"
"Three on a Couch","1966","109","5.6","Comedy"
"Three on a Match","1932","63","7.1","Drama"
"Three the Hard Way","1974","89","5.4","Action"
"Three to Tango","1999","98","6","Comedy"
"Three-Cornered Moon","1933","77","5.8","Comedy"
"Three... Extremes","2004","118","6.9","Comedy"
"Threesome","1994","93","6","Comedy"
"Threshold","1981","97","5.4","Drama"
"Threshold, The","1998","8","5.5","Animation"
"Threshold: The Blue Angels Experience","1975","93","9.3","Documentary"
"Thrifty Pig, The","1941","4","5.4","Animation"
"Thrill Kill Jack in Hale Manor","2000","80","7.7","Action"
"Thrill Killers, The","1964","69","3.4","Action"
"Thrill Ride: The Science of Fun","1997","38","5.8","Documentary"
"Thrill for Thelma, A","1935","18","6.7","Short"
"Thrill of It All, The","1963","108","6.8","Comedy"
"Thriller","2002","7","3.8","Short"
"Thriller - en grym film","1974","79","6.4","Action"
"Thrilling","1965","117","5.5","Comedy"
"Through My Thick Glasses","2004","13","6.5","Animation"
"Through Riley's Eyes","2000","30","2.6","Drama"
"Throw Momma from the Train","1987","87","5.9","Comedy"
"Throwing Down","1995","90","9.7","Drama"
"Throwing Mail Into Bags, U.S.P.O.","1903","1","3.5","Short"
"Thru the Mirror","1936","10","7.5","Animation"
"Thru the Wire","1987","6","6","Short"
"Thrust In Me","1985","8","5.8","Short"
"Thug Life in D.C.","1999","70","5.6","Documentary"
"Thugs","1998","83","2.6","Comedy"
"Thugs with Dirty Mugs","1939","8","6.6","Animation"
"Thumb Fun","1952","7","6.8","Animation"
"Thumb Tripping","1972","94","3.3","Drama"
"Thumbelina","1991","50","6.9","Animation"
"Thumbelina","1994","86","5.5","Animation"
"Thumbsucker","2005","95","4.5","Comedy"
"Thumbtanic","2002","26","6.7","Comedy"
"Thunder","1983","86","3.9","Action"
"Thunder Afloat","1939","95","6","Action"
"Thunder Alley","1967","90","5.4","Action"
"Thunder Below","1932","67","3","Drama"
"Thunder Birds","1942","78","5.4","Drama"
"Thunder II","1985","90","3.5","Action"
"Thunder III","1988","90","2.9","Action"
"Thunder In Dixie","1964","73","5","Action"
"Thunder Island","1963","65","5.6","Drama"
"Thunder Over Mexico","1933","70","6.8","Drama"
"Thunder Rock","1943","112","6.3","Drama"
"Thunder Run","1986","90","4.4","Action"
"Thunder in Carolina","1960","92","5.6","Action"
"Thunder in Guyana","2003","50","9.3","Documentary"
"Thunder in the City","1937","87","5.9","Drama"
"Thunder in the East","1952","97","5.3","Drama"
"Thunder in the Valley","1947","103","6.5","Drama"
"Thunder on the Hill","1951","84","6.3","Drama"
"Thunderball","1965","130","6.8","Action"
"Thunderbird","2001","18","6.6","Comedy"
"Thunderbirds","1952","98","5.1","Drama"
"Thunderbirds","2004","95","4.4","Action"
"Thunderbirds Are GO","1966","93","6.5","Action"
"Thunderbolt","1929","85","7.1","Drama"
"Thunderbolt","1947","44","6.9","Documentary"
"Thunderbolt and Lightfoot","1974","114","6.8","Action"
"Thundering 8th, The","2000","100","6.2","Action"
"Thundering Jets","1958","73","6.2","Drama"
"Thunderman","2004","18","6","Action"
"Thunderpants","2002","87","4.2","Comedy"
"Thunderpoint","1998","75","7","Action"
"Thunderstruck","2004","98","5.4","Comedy"
"Thung lung hoang vang","2000","90","8","Drama"
"Thursday","1998","87","6.6","Action"
"Thursday Afternoon","1998","18","6.9","Drama"
"Thursday's Child","1943","81","5.5","Drama"
"Thursday's Children","1954","21","7.5","Documentary"
"Thymios ta ekane thalassa, O","1959","80","6.3","Comedy"
"Ti 30..., ti 40..., ti 50...","1972","98","6.7","Comedy"
"Ti ekanes ston polemo, Thanassi?","1971","85","7.6","Comedy"
"Ti kniver i hjertet","1994","96","6.2","Drama"
"Ti, koyto si na nebeto","1990","102","6.3","Drama"
"Tia Juana After Midnite","1954","58","1","Documentary"
"Tian di ying xiong","2003","115","6.4","Action"
"Tian ma cha fang","1999","93","5.1","Drama"
"Tian mi mi","1996","116","7.6","Drama"
"Tian shang de lian ren","2002","93","6.5","Drama"
"Tian shi xing dong","1987","93","5.3","Action"
"Tian shi xing dong II zhi huo feng jiao long","1989","90","6.1","Action"
"Tian xia di yi quan","1973","104","6","Action"
"Tian xia wu zei","2004","100","7.2","Drama"
"Tian yu","1998","99","7.3","Drama"
"Tianguo niezi","1994","99","6.5","Drama"
"Tianming","1933","116","5.2","Drama"
"Tianqiao bu jianle","2002","25","6.8","Comedy"
"Tiara Tahiti","1962","100","5.3","Comedy"
"Tibet: Cry of the Snow Lion","2003","104","6.6","Documentary"
"Tiburoneros","1963","100","4.8","Drama"
"Tic Code, The","1999","91","5.8","Drama"
"Tick Tock","2000","93","5.8","Drama"
"Tick Tock Tuckered","1944","7","6.9","Animation"
"Ticker","2001","92","3.3","Action"
"Ticket to Heaven","1981","108","6.5","Drama"
"Ticket to Jerusalem","2002","85","4.6","Drama"
"Ticket to Tomahawk, A","1950","90","5.8","Comedy"
"Ticket, The","1994","27","5.3","Comedy"
"Tickle Me","1965","90","4.4","Comedy"
"Tickle in the Heart, A","1996","90","7.1","Documentary"
"Tickled Pink","1968","6","6.2","Animation"
"Ticklish Affair, A","1963","88","5.5","Comedy"
"Ticks","1999","10","8.6","Short"
"Tide","1999","12","3.5","Short"
"Tides of War","1990","91","4.6","Drama"
"Tie That Binds, The","1995","99","4.7","Drama"
"Tie Xi Qu: West of the Tracks - Part 1: Rust","2003","240","9.5","Documentary"
"Tie Xi Qu: West of the Tracks - Part 2: Remnants","2003","176","9.5","Documentary"
"Tie Xi Qu: West of the Tracks - Part 3: Rails","2003","135","9.8","Documentary"
"Tie ma liu","1977","91","6.5","Action"
"Tie qi men","1980","113","7.4","Action"
"Tie wa","1973","89","6.8","Action"
"Tie-died: Rock 'n Roll's Most Deadicated Fans","1995","80","6","Documentary"
"Tiempo de morir","1966","90","6.6","Drama"
"Tiempo de revancha","1981","112","7.7","Drama"
"Tiempo de silencio","1986","111","6.8","Drama"
"Tiempo de tormenta","2003","87","6.9","Drama"
"Tien ya, ming yueh tao","1976","86","7.8","Action"
"Tierische Liebe","1995","120","8.1","Documentary"
"Tierno verano de lujurias y azoteas","1993","91","7.4","Comedy"
"Tierra","1996","125","7.4","Drama"
"Tierra del fuego","2000","108","5.7","Drama"
"Ties That Bind, The","1984","55","8.8","Documentary"
"Tieta do Agreste","1996","140","7.9","Comedy"
"Tifanfaya","1997","40","5.4","Short"
"Tiffany Jones","1973","90","3.7","Comedy"
"Tigar","1978","103","5.5","Drama"
"Tiger Bay","1959","105","7.7","Drama"
"Tiger Claws","1992","92","4.1","Action"
"Tiger Claws III","1999","95","3","Action"
"Tiger Makes Out, The","1967","94","4.8","Comedy"
"Tiger Shark","1932","77","6.4","Drama"
"Tiger Trouble","1945","7","7","Animation"
"Tiger Walks, A","1964","91","6.5","Drama"
"Tiger Warsaw","1988","93","4.2","Drama"
"Tiger by the Tail","1968","99","5.9","Drama"
"Tiger von Eschnapur, Der","1959","95","6.4","Romance"
"Tiger's Tale, A","1988","97","4.9","Comedy"
"Tigerland","2000","100","7.2","Drama"
"Tigershark","1987","98","2.5","Action"
"Tigerstreifenbaby wartet auf Tarzan","1998","118","5.3","Drama"
"Tigger Movie, The","2000","77","6.1","Animation"
"Tight Spot","1955","97","6.5","Drama"
"Tightrope","1998","5","5.8","Animation"
"Tigre de Santa Julia, El","2002","128","6.1","Action"
"Tigre reale","1916","80","7.5","Drama"
"Tigre, Il","1967","105","5.4","Comedy"
"Tigrero: A Film That Was Never Made","1994","75","5.9","Drama"
"Tigress","1977","85","4.7","Action"
"Tikhiy Don","1957","107","7.5","Drama"
"Tiko and the Shark","1964","88","5.7","Drama"
"Til en ukjent","1990","","5.7","Drama"
"Tilai","1990","81","7.1","Drama"
"Tile-kannivaloi","1987","91","6.4","Comedy"
"Tilinteko","1987","70","6.1","Drama"
"Till Death Us Do Part","1969","96","5.3","Comedy"
"Till Eulenspiegel","2003","85","4.6","Animation"
"Till Human Voices Wake Us","2002","101","6","Drama"
"Till There Was You","1990","90","5.6","Drama"
"Till There Was You","2003","109","7.5","Drama"
"Till We Meet Again","1936","72","7.3","Drama"
"Till We Meet Again","1944","88","6.5","Drama"
"Till the End of Time","1946","105","6.6","Drama"
"Till the End of the Night","1994","90","3.6","Drama"
"Tillbaka till Ararat","1988","99","4.8","Documentary"
"Tillie and Gus","1933","58","7.5","Comedy"
"Tillie's Punctured Romance","1914","82","6.3","Comedy"
"Tillsammans","2000","106","7.5","Comedy"
"Tilt","1979","111","4","Drama"
"Tim","1979","109","6","Drama"
"Tim Tom","2003","5","7.7","Short"
"Timber","1941","8","7.3","Animation"
"Time After Time","1979","112","7.2","Drama"
"Time Bandits","1981","110","6.9","Comedy"
"Time Changer","2002","95","4.5","Drama"
"Time Expired","1992","29","4.8","Short"
"Time Flies","1944","88","4.7","Comedy"
"Time Gentlemen Please!","1952","79","7.9","Comedy"
"Time Guardian, The","1987","87","3.6","Action"
"Time In the Sun","1940","55","7.1","Documentary"
"Time Limit","1957","96","6.7","Drama"
"Time Machine","1997","23","4","Drama"
"Time Machine, The","2002","96","5.5","Action"
"Time Out","2004","19","7","Drama"
"Time Out of Mind","1947","88","6.8","Drama"
"Time Out of War, A","1954","20","6","Drama"
"Time Piece","1965","9","8.8","Short"
"Time Served","1999","94","3.1","Drama"
"Time Share","2000","87","5.2","Comedy"
"Time Table","1956","79","5.4","Drama"
"Time Trackers","1989","86","3.4","Action"
"Time Under Fire","1996","88","3.6","Action"
"Time We Killed, The","2004","94","5.4","Drama"
"Time Without Pity","1957","85","6.5","Drama"
"Time for Loving, A","1971","104","4.9","Comedy"
"Time of Destiny, A","1988","118","4.8","Drama"
"Time of Their Lives, The","1946","82","7.7","Comedy"
"Time of Your Life, The","1948","105","6.2","Comedy"
"Time of the Wolf","2002","87","6.3","Drama"
"Time to Die, A","1982","91","4.7","Drama"
"Time to Die, A","1991","93","4","Drama"
"Time to Kill, A","1996","149","6.9","Drama"
"Time to Love and a Time to Die, A","1958","132","7.2","Drama"
"Time to Run","1973","97","4.5","Drama"
"Time to Say Goodbye?","1997","91","4.4","Drama"
"Time to Sing, A","1968","91","5","Drama"
"Time with Nyenne","2000","26","9.4","Drama"
"Time's Up!","2001","94","6.6","Drama"
"Time, the Place and the Girl, The","1946","105","5.7","Comedy"
"Timebomb","1991","96","4.8","Drama"
"Timecode","2000","97","6.2","Comedy"
"Timecop","1994","98","5.5","Action"
"Timecop: The Berlin Decision","2003","82","4.8","Action"
"Timekeeper, The","2004","10","9.3","Short"
"Timeless","1996","90","4.9","Drama"
"Timeless Obsession","1997","89","3.8","Drama"
"Timerider: The Adventure of Lyle Swann","1982","94","5.1","Action"
"Times Square","1980","111","5","Drama"
"Times Square Lady","1935","68","5.7","Drama"
"Times Square Playboy","1936","62","6.1","Comedy"
"Times of Harvey Milk, The","1984","90","8.6","Documentary"
"Timescape","2000","6","6.1","Short"
"Timi tis agapis, I","1984","110","5.4","Drama"
"Timid Tabby","1957","7","6.3","Animation"
"Timid Toreador, The","1940","6","6.3","Animation"
"Timide, Le","2001","8","6.6","Short"
"Timmy's Wish","2002","10","8.1","Short"
"Timothy Leary's Dead","1996","80","5.5","Documentary"
"Timothy Leary's Last Trip","1997","56","6.3","Documentary"
"Tin Cup","1996","135","6.2","Comedy"
"Tin Man","1983","89","4.5","Drama"
"Tin Men","1987","110","6.4","Comedy"
"Tin Pan Alley","1940","94","6.7","Drama"
"Tin Toy","1988","5","7.2",""
"Tin loh daai poh ng hang chan","1977","88","2","Action"
"Tin seung yan gaan","1999","109","5.1","Drama"
"Tina and the Professor","1995","93","3.2","Comedy"
"Tine","1964","137","5.9","Drama"
"Tini zabutykh predkiv","1964","97","7.7","Drama"
"Tino","1985","28","9.3","Short"
"Tino","1994","31","5.4","Documentary"
"Tino II","1986","25","8","Short"
"Tinpis Run","1991","94","6.2","Comedy"
"Tinseltown","1997","88","4.4","Comedy"
"Tinta roja","1998","75","2","Documentary"
"Tinta roja","2000","121","7","Drama"
"Tintin et le lac aux requins","1972","81","5.7","Animation"
"Tintin et le temple du soleil","1969","77","6.1","Animation"
"Tintin et moi","2003","75","7.4","Documentary"
"Tintorera","1977","85","3.8","Drama"
"Tiny Magic","2003","22","8.7","Drama"
"Tiovivo c. 1950","2004","150","5.6","Comedy"
"Tip Tap Toe","1932","19","6.2","Comedy"
"Tip on a Dead Jockey","1957","98","5.4","Drama"
"Tip-Off, The","1931","71","5.4","Comedy"
"Tipat Mazal","1992","90","5.4","Drama"
"Tipo con una faccia strana ti cerca per ucciderti, Un","1973","89","5.9","Action"
"Tipota","1999","31","5.5","Short"
"Tiptoes","2003","90","4.9","Comedy"
"Tiradentes","1999","128","5.2","Drama"
"Tirano Banderas","1993","91","6","Drama"
"Tire-au-flanc","1928","120","5.7","Comedy"
"Tire-au-flanc 62","1960","87","7.2","Comedy"
"Tired Tailor's Dream, The","1907","7","5.2","Comedy"
"Tired and Feathered","1965","6","3.6","Animation"
"Tiresia","2003","116","8","Drama"
"Tirez sur le pianiste","1960","92","7.4","Drama"
"Tis a Gift to Be Simple","1994","30","8.2","Short"
"Tis the Season","1998","17","9","Short"
"Tish","1942","84","6.3","Comedy"
"Tishe!","2002","82","8.2","Documentary"
"Tistega lepega dne","1962","91","7.9","Comedy"
"Tiszta Amerika","1987","113","5.5","Drama"
"Tit for Tat","1935","19","8.2","Comedy"
"Titan A.E.","2000","94","6.4","Action"
"Titanic","1943","85","6.5","Drama"
"Titanic","1953","98","6.8","Action"
"Titanic","1997","194","6.9","Drama"
"Titanic Town","1998","100","6.5","Drama"
"Titanic vals","1964","92","9.9","Comedy"
"Titanic: Anatomy of a Disaster","1997","105","5.2","Documentary"
"Titanic: The Animated Movie","2001","90","2.7","Animation"
"Titanica","1995","40","6","Documentary"
"Titfield Thunderbolt, The","1953","84","7.2","Comedy"
"Titicut Follies","1967","84","8.6","Documentary"
"Titik hitam","2002","115","4.6","Drama"
"Title Shot","1979","88","4.7","Drama"
"Titler","2000","6","7.9","Comedy"
"Tito","2004","120","8","Action"
"Tito i ja","1992","118","7.1","Comedy"
"Titsiana Booberini","1997","11","6.6","Comedy"
"Titus","1999","162","7.2","Drama"
"Titus Andronicus","1999","147","5","Drama"
"Titus Andronicus","2000","167","3.3","Drama"
"Tizoc","1957","109","6.9","Drama"
"Tjoet Nja' Dhien","1988","150","7.1","Drama"
"Tlayucan","1962","105","7.4","Comedy"
"Tma/Svetlo/Tma","1989","6","8.2","Animation"
"To Be","1990","10","6.9","Animation"
"To Be Alive!","1964","18","9.5","Documentary"
"To Be Continued...","2000","5","6","Short"
"To Be or Not to Be","1942","99","8.3","Comedy"
"To Be or Not to Be","1983","107","6.2","Comedy"
"To Be the Best","1993","99","2.9","Action"
"To Beat the Band","1935","70","6.3","Comedy"
"To Beep or Not to Beep","1963","7","6.9","Animation"
"To Build a Better Mousetrap","1999","2","6.5","Animation"
"To Catch a Spy","1971","94","5.3","Comedy"
"To Catch a Thief","1955","106","7.4","Romance"
"To Catch a Woodpecker","1957","6","5.3","Animation"
"To Die For","1989","94","5","Romance"
"To Die For","1994","101","5.9","Drama"
"To Die For","1995","110","6.7","Comedy"
"To Die Standing","1990","87","4.9","Action"
"To Die, to Sleep","1994","86","4.7","Drama"
"To Dorothy a Son","1954","79","5.1","Comedy"
"To Duck... or Not to Duck","1943","7","7.1","Animation"
"To Each His Own","1946","122","7.7","Drama"
"To End All Wars","2001","110","7.1","Action"
"To Find a Man","1972","90","5.9","Comedy"
"To Fly!","1976","27","6.9","Documentary"
"To Gillian on Her 37th Birthday","1996","93","5.6","Drama"
"To Hare Is Human","1956","7","7.2","Animation"
"To Have and Have Not","1944","100","7.9","Romance"
"To Have and to Hold","1996","99","5.2","Drama"
"To Have and to Hold","2000","13","6.6","Short"
"To Hell and Back","1955","106","7.3","Action"
"To Hell with Love","1998","98","6.3","Comedy"
"To Itch His Own","1958","6","7","Animation"
"To Kill a Clown","1972","104","4.5","Drama"
"To Kill a Dead Man","1994","11","6.6","Short"
"To Kill a King","2003","102","6.1","Drama"
"To Kill a Mockingbird","1962","129","8.5","Drama"
"To Kill a Priest","1988","117","5.7","Drama"
"To Live Is Better Than to Die","2003","88","7.8","Documentary"
"To Live and Die in L.A.","1985","116","6.9","Action"
"To Market to Market","1987","88","4.4","Drama"
"To Paris with Love","1955","78","6.2","Comedy"
"To Parsifal","1963","16","6.5","Short"
"To Please a Lady","1950","91","6","Action"
"To Protect and Serve","1992","92","4.7","Action"
"To Protect and Serve","2001","91","7","Comedy"
"To Render a Life","1992","88","9.6","Documentary"
"To See Such Fun","1977","90","8.1","Comedy"
"To Sir, with Love","1967","105","7.4","Drama"
"To Sleep with Anger","1990","101","6.2","Drama"
"To Speak","1999","14","5.1","Short"
"To Speak or Not to Speak","1970","11","7.5","Animation"
"To Spring","1936","9","6.4","Animation"
"To Trap a Spy","1964","92","6","Action"
"To Walk with Lions","1999","108","6.1","Drama"
"To Wong Foo, Thanks for Everything! Julie Newmar","1995","109","5.5","Comedy"
"To Woody Allen from Europe with Love","1980","90","5.2","Documentary"
"To ja, zlodziej","2000","100","5.9","Action"
"To kvinder","2001","22","6.4","Drama"
"To mand i en sofa","1994","105","5.5","Comedy"
"To my","2000","94","3.8","Comedy"
"To the Death","1993","90","5","Action"
"To the Ends of the Earth","1948","109","7","Drama"
"To the Limit","1989","35","5.5","Documentary"
"To the Limit","1995","98","2.6","Action"
"To the Public Danger","1948","43","6.8","Drama"
"To the Shores of Hell","1966","82","5.2","Drama"
"To the Shores of Tripoli","1942","86","5.6","Action"
"To the Victor","1948","100","6.1","Drama"
"Toad Warrior","1996","90","2.5","Action"
"Toast of New York, The","1937","109","6.9","Comedy"
"Tobacco Road","1941","84","6.6","Comedy"
"Tobruk","1967","107","5.9","Drama"
"Toby McTeague","1986","96","6.6","Action"
"Toby Tortoise Returns","1936","7","7.3","Animation"
"Toby Tyler, or Ten Weeks with a Circus","1960","96","6.9","Drama"
"Tocando fondo","1993","88","4.9","Comedy"
"Toccata for Toy Trains","1959","14","7.2","Short"
"Tocco: la sfida, Il","1997","105","3.4","Action"
"Tochka, tochka, zapyataya...","1972","84","8","Comedy"
"Tod der Maria Malibran, Der","1972","104","6.4","Comedy"
"Tod des Empedokles, Der","1987","132","3.4","Drama"
"Tod eines Fremden","1973","113","4.9","Drama"
"Todas as Mulheres do Mundo","1967","86","8.1","Drama"
"Todas las azafatas van al cielo","2002","96","6.8","Comedy"
"Today Was Thursday","2004","16","9.4","Drama"
"Today We Live","1933","113","6.1","Drama"
"Today You Are a Fountain Pen","2002","25","8","Comedy"
"Today's Life","2000","13","5.2","Short"
"Todd Killings, The","1971","93","4","Drama"
"Todd and the Book of Pure Evil","2003","18","6","Comedy"
"Todesking, Der","1989","80","5.8","Drama"
"Todo dia todo","1998","11","7.6","Short"
"Todo es mentira","1994","99","6.7","Comedy"
"Todo modo","1976","120","7.6","Drama"
"Todo sobre mi madre","1999","101","7.9","Comedy"
"Todos al suelo","1981","87","3.3","Comedy"
"Todos los aviones del mundo","2001","28","2","Short"
"Todos los hombres sois iguales","1994","102","6.9","Comedy"
"Todos somos estrellas","1993","88","6.8","Comedy"
"Tofflan","1967","99","6","Comedy"
"Together","1971","72","3","Drama"
"Together Again","1944","93","6.5","Comedy"
"Together Alone","1991","87","6.5","Drama"
"Together for Days","1972","84","4.7","Drama"
"Toile, La","2001","13","7.4",""
"Toilers and the Wayfarers, The","1996","75","7.4","Drama"
"Tokarefu","1994","103","","Action"
"Token for Your Thoughts, A","2003","14","5.5","Comedy"
"Toki wo kakeru shoujo","1983","104","7.4","Romance"
"Tokimeki ni shisu","1984","105","6.9","Drama"
"Tokio Jokio","1943","7","5.2","Animation"
"Tokugawa irezumi-shi: Seme jigoku","1969","90","5","Drama"
"Tokyo 10+01","2003","70","5.6","Action"
"Tokyo Breakfast","2001","6","7.5","Comedy"
"Tokyo Cowboy","1994","94","5.5","Comedy"
"Tokyo Eyes","1998","97","6.8","Comedy"
"Tokyo File 212","1951","84","6.3","Drama"
"Tokyo Fist","1995","87","7","Drama"
"Tokyo Girls","2000","57","6.6","Documentary"
"Tokyo Godfathers","2003","93","7.6","Animation"
"Tokyo Joe","1949","88","5.8","Drama"
"Tokyo Noise","2002","80","5.3","Documentary"
"Tokyo Skin","1996","92","7.8","Drama"
"Tokyo biyori","1997","121","6.9","Drama"
"Tokyo boshoku","1957","140","7.4","Drama"
"Tokyo monogatari","1953","136","8","Drama"
"Tokyo no onna","1933","47","7","Drama"
"Tokyo orimpikku","1965","93","8.1","Documentary"
"Tokyo saiban","1983","277","6.7","Drama"
"Tokyo senso sengo hiwa","1970","94","6.2","Drama"
"Tokyo-Ga","1985","92","7.3","Documentary"
"Tokyo.Sora","2002","127","7.2","Drama"
"Tol'able David","1921","99","7.4","Drama"
"Tolgo il disturbo","1990","97","5","Drama"
"Toll Collector, The","2003","10","6.2","Animation"
"Toll of the Sea, The","1922","53","7.1","Drama"
"Tollbooth","1994","108","4.6","Action"
"Tolle Bomberg, Der","1957","95","5.2","Comedy"
"Tolle Lage","2000","80","7.3","Comedy"
"Tolle Nacht","1957","81","8.8","Comedy"
"Tollen Tanten schlagen zu, Die","1971","93","1.9","Comedy"
"Toller Hecht auf krummer Tour","1961","72","5.2","Comedy"
"Tom","2002","75","7.6","Documentary"
"Tom & Viv","1994","115","6.5","Drama"
"Tom Brown of Culver","1932","82","6.3","Drama"
"Tom Brown's School Days","1940","86","6.4","Drama"
"Tom Brown's Schooldays","1951","93","6.9","Drama"
"Tom Clay Jesus","2001","17","4.8","Short"
"Tom Dick and Harry","1941","87","6.6","Comedy"
"Tom Dowd & the Language of Music","2003","90","8.4","Documentary"
"Tom Hits His Head","2003","10","6.6","Comedy"
"Tom Jones","1963","128","7.2","Comedy"
"Tom Sawyer","1917","44","6","Comedy"
"Tom Thumb In the Land of the Giants","1999","3","6.3","Short"
"Tom Thumb in Trouble","1940","8","5.8","Animation"
"Tom Tom Tomcat","1953","7","6.7","Animation"
"Tom Turk and Daffy","1944","7","6.9","Animation"
"Tom Turkey and His Harmonica Humdingers","1940","7","7.3","Animation"
"Tom White","2004","106","6.7","Drama"
"Tom and Jerry Cartoon Kit, The","1962","7","4.8","Animation"
"Tom and Jerry in the Hollywood Bowl","1950","7","7.4","Animation"
